CustomerID,PurchaseFrequency,CustomerLifetimeValue,AverageTransactionValue,UniqueProducts,TotalQuantity,Recency,AvgRollingAmount
12474.0,18,7324.09,17.355663507109004,253,4833,17,17.348515007898897
12475.0,1,723.38,20.093888888888888,36,535,54,19.702222222222222
12476.0,11,6816.42,29.255021459227468,177,2408,16,29.22451359084406
12477.0,6,13219.74,44.065799999999996,191,3653,23,44.1008
12478.0,1,680.99,18.91638888888889,36,236,4,21.730740740740742
12479.0,1,527.2,17.006451612903227,31,385,11,16.078494623655914
12480.0,4,3281.63,21.309285714285714,129,1707,28,20.740909090909092
12481.0,10,5579.82,25.8325,150,3294,23,25.83550925925926
12483.0,8,2484.98,33.133066666666664,46,1110,17,31.746577777777777
12484.0,6,4527.32,13.199183673469387,256,2187,33,13.190398445092324
12488.0,3,1298.66,23.612000000000002,46,529,10,23.648363636363637
12489.0,1,334.93,22.328666666666667,15,105,336,23.504
12490.0,10,5417.93,22.114,131,3064,5,22.049346938775507
12491.0,1,460.40000000000003,17.70769230769231,25,260,39,16.659615384615385
12492.0,2,263.21000000000004,13.160500000000003,19,192,63,12.9155
12493.0,2,433.74,19.715454545454545,20,207,166,19.467272727272725
12494.0,7,1246.1000000000001,16.183116883116885,63,707,16,16.106233766233768
12497.0,1,1043.1,74.50714285714285,14,1236,82,78.76428571428572
12498.0,3,403.70000000000005,17.55217391304348,21,159,21,17.592391304347824
12500.0,11,4257.82,69.80032786885245,34,2678,23,70.08360655737705
12501.0,1,2169.39,14.559664429530201,149,1783,337,13.93751677852349
12502.0,5,3723.87,25.332448979591835,102,820,96,24.586190476190477
12504.0,2,482.04999999999995,53.5611111111111,6,90,18,66.5111111111111
12506.0,1,73.5,3.1956521739130435,23,23,233,3.282608695652174
12507.0,3,1304.81,62.13380952380952,19,894,134,56.64
12508.0,2,397.88,5.851176470588236,57,271,26,5.929607843137255
12509.0,1,176.5,25.214285714285715,7,55,284,28.952380952380956
12510.0,2,982.5699999999999,29.774848484848484,29,353,143,28.665757575757578
12512.0,2,132.18,4.263870967741935,31,96,66,4.209032258064516
12513.0,1,612.29,17.494,35,462,113,16.645047619047617
12514.0,1,1017.68,19.954509803921567,51,440,267,19.915294117647058
12515.0,1,383.7,23.98125,16,131,353,20.38854166666667
12516.0,2,1312.06,50.46384615384615,20,875,78,49.68435897435897
12517.0,5,2481.6,8.894623655913978,232,1361,28,8.74725209080048
12518.0,5,2056.89,16.58782258064516,84,1318,1,16.475456989247313
12519.0,1,330.84,19.461176470588235,17,175,64,19.561176470588236
12520.0,5,2634.26,17.330657894736845,121,1439,79,17.358179824561404
12521.0,1,599.68,15.781052631578946,38,309,143,15.036973684210526
12522.0,2,192.72,16.06,11,194,39,15.954444444444443
12523.0,11,1789.77,16.884622641509434,84,865,19,16.82141509433962
12524.0,8,4485.72,31.150833333333335,113,3699,9,30.754722222222213
12526.0,3,1316.66,18.54450704225352,64,632,1,18.406478873239436
12527.0,3,348.71000000000004,19.37277777777778,18,234,82,19.527777777777782
12528.0,6,1933.48,21.01608695652174,50,756,9,20.70177536231884
12530.0,4,1662.28,25.186060606060607,51,913,60,26.54469696969697
12531.0,1,125.22,7.365882352941177,17,45,15,6.3859803921568625
12532.0,1,349.83000000000004,21.864375000000003,16,153,30,20.5846875
12534.0,1,1089.18,17.28857142857143,63,651,131,16.336190476190477
12535.0,2,716.35,21.069117647058825,28,219,92,21.53186274509804
12536.0,3,12601.830000000002,48.282873563218395,260,2803,43,32.418275862068974
12538.0,1,363.95,17.33095238095238,21,191,29,18.143650793650792
12539.0,4,5568.35,20.396886446886448,157,2067,22,20.37454212454212
12540.0,17,13400.24,28.03397489539749,277,6685,20,28.078744769874465
12541.0,3,981.18,18.868846153846153,46,680,30,18.129166666666666
12544.0,1,372.7,19.61578947368421,19,136,36,18.416666666666668
12545.0,2,1000.39,20.0078,42,523,75,19.1022
12546.0,2,1161.5,16.833333333333332,59,633,47,16.44734299516908
12547.0,2,207.79999999999998,25.974999999999998,7,134,198,26.541666666666668
12548.0,1,95.19999999999999,19.04,5,49,166,17.786666666666665
12550.0,1,964.83,16.92684210526316,57,569,79,16.234444444444446
12551.0,1,168.0,16.8,10,100,358,17.1
12552.0,2,437.82,21.891,20,88,39,18.426
12553.0,10,3692.28,19.33130890052356,95,1965,8,19.352059336823736
12556.0,2,599.56,5.038319327731092,100,355,50,5.0328431372549005
12557.0,5,11990.960000000001,363.36242424242425,15,4384,16,331.5568686868687
12558.0,1,269.96,24.54181818181818,11,196,8,24.780606060606058
12559.0,2,561.71,26.74809523809524,21,283,311,24.705634920634925
12560.0,3,2134.01,20.323904761904764,91,1110,5,19.898190476190475
12561.0,1,238.85,14.928125,16,177,303,14.859375
12562.0,7,3781.7400000000002,22.510357142857146,99,1779,8,22.494583333333335
12564.0,1,456.9,21.757142857142856,21,133,261,20.873809523809523
12565.0,1,145.92,16.21333333333333,9,80,289,15.312222222222223
12566.0,1,351.65,18.507894736842104,19,265,86,17.146491228070175
12567.0,10,9401.28,21.079103139013455,323,4305,23,20.985661434977573
12569.0,32,4124.69,21.939840425531912,92,1801,2,21.969627659574474
12571.0,2,519.61,15.28264705882353,31,523,40,15.242450980392157
12572.0,2,1020.42,17.006999999999998,53,452,9,16.702277777777777
12573.0,1,160.54000000000002,5.733571428571429,26,84,227,5.356488095238096
12574.0,1,218.45,19.85909090909091,11,61,316,18.366666666666667
12576.0,5,1315.83,14.952613636363635,72,967,36,15.00185606060606
12577.0,3,626.6,4.291780821917809,137,469,35,4.271689497716895
12578.0,2,2794.51,24.51324561403509,111,1196,21,23.57406432748538
12579.0,1,440.42,15.18689655172414,29,285,78,14.259310344827586
12580.0,1,415.7,17.320833333333333,24,238,247,17.004166666666666
12581.0,1,197.71,13.180666666666667,15,161,40,12.742888888888888
12582.0,2,511.36,23.243636363636366,21,300,239,22.958181818181817
12583.0,15,7281.38,29.47927125506073,115,5060,3,29.50963562753037
12584.0,9,2338.15,24.355729166666666,44,416,4,24.17612847222222
12585.0,2,2040.1,23.44942528735632,77,1279,234,22.752279693486596
12586.0,1,196.94000000000003,17.903636363636366,11,79,17,19.507878787878788
12587.0,1,144.0,36.0,4,51,8,31.933333333333337
12588.0,1,214.89999999999998,21.49,10,53,39,21.30833333333333
12589.0,2,646.68,18.47657142857143,29,306,29,17.580761904761907
12590.0,2,9864.26,145.06264705882353,68,4283,211,143.09843137254902
12591.0,1,452.84999999999997,17.41730769230769,26,228,317,16.48846153846154
12592.0,2,437.6,24.311111111111114,11,290,92,24.9037037037037
12593.0,3,418.09999999999997,19.909523809523808,14,206,109,19.58095238095238
12594.0,10,3338.2200000000003,28.290000000000003,50,1777,38,27.9164406779661
12596.0,2,618.27,22.898888888888887,25,474,51,20.443086419753087
12597.0,4,3811.22,18.50106796116505,184,2236,19,18.745768608414238
12598.0,8,3023.08,22.902121212121212,84,1964,10,22.90022727272727
12599.0,7,1032.58,16.654516129032256,32,956,29,16.568494623655916
12600.0,10,2599.04,40.61,32,774,29,39.87640625
12601.0,5,577.0600000000001,20.609285714285715,21,245,190,20.589642857142856
12602.0,1,153.12,12.76,12,162,59,13.761388888888888
12603.0,1,739.1999999999999,369.59999999999997,2,63,22,491.4
12604.0,2,254.18,15.88625,15,201,79,17.155625
12607.0,1,1579.51,15.63871287128713,101,1228,60,15.529801980198018
12609.0,3,1126.85,18.78083333333333,57,648,78,18.637499999999996
12610.0,5,2099.54,19.80698113207547,85,1049,23,19.580408805031443
12611.0,1,1193.32,18.35876923076923,65,846,52,18.424153846153846
12612.0,1,704.0400000000001,37.054736842105264,19,262,74,38.66263157894737
12613.0,5,3344.38,21.858692810457516,124,1644,57,21.58993464052288
12614.0,1,315.6,15.780000000000001,20,76,278,15.489583333333334
12615.0,4,2291.19,21.820857142857143,82,1376,2,21.581428571428567
12616.0,2,713.3,22.290625,25,284,95,21.694791666666667
12617.0,1,352.98,8.609268292682927,39,210,29,9.067195121951219
12618.0,1,177.31,16.11909090909091,11,96,22,14.535757575757577
12619.0,9,3641.24,40.45822222222222,50,3378,16,40.50868518518518
12620.0,3,1339.41,14.558804347826088,89,1181,15,14.46445652173913
12621.0,20,13689.67,29.31406852248394,261,7440,2,29.19183083511777
12622.0,1,180.1,16.37272727272727,11,69,232,16.475757575757573
12623.0,1,305.1,16.950000000000003,18,191,276,16.069444444444443
12624.0,2,641.13,16.87184210526316,36,355,106,16.377105263157894
12625.0,2,2683.82,31.207209302325584,73,1612,212,30.50158914728682
12626.0,9,6620.48,22.51863945578231,232,3453,23,22.486836734693874
12627.0,7,4478.53,19.47186956521739,162,2752,11,19.32270289855073
12628.0,3,786.46,19.181951219512197,34,448,4,19.501463414634145
12630.0,2,1270.88,19.8575,60,548,10,18.78875
12631.0,1,640.5,20.661290322580644,31,236,57,17.68064516129032
12633.0,4,2163.98,21.425544554455445,73,1162,59,23.04838283828383
12635.0,2,1689.18,16.724554455445546,96,1172,90,15.947920792079207
12637.0,8,6002.9,15.714397905759162,205,2994,67,15.758691099476437
12638.0,1,671.69,17.222820512820515,39,577,33,14.638034188034188
12639.0,1,486.1,22.095454545454547,22,201,239,18.686363636363637
12640.0,3,1174.58,22.16188679245283,47,311,24,21.58566037735849
12641.0,1,185.9,18.59,10,72,115,17.804166666666667
12642.0,3,1013.26,21.558723404255318,39,552,25,21.58
12643.0,6,3344.64,139.35999999999999,11,1808,128,139.43083333333334
12644.0,1,477.91,15.416451612903227,31,325,130,15.474086021505377
12645.0,4,1775.18,24.31753424657534,58,1084,34,23.996073059360732
12646.0,2,1346.97,29.932666666666666,43,897,5,30.347666666666665
12647.0,12,3722.82,30.76710743801653,78,1431,22,30.245068870523415
12648.0,1,318.05,15.145238095238096,21,160,155,14.827380952380953
12649.0,3,623.51,20.113225806451613,28,586,107,20.171290322580642
12650.0,1,314.44,15.722,20,254,3,13.264000000000001
12651.0,1,114.0,12.666666666666666,9,78,335,11.555555555555555
12652.0,1,919.98,19.16625,48,505,331,17.32979166666667
12653.0,2,2209.85,51.391860465116274,37,919,149,50.01744186046512
12654.0,5,601.98,15.841578947368422,31,264,11,15.616140350877192
12656.0,5,4051.17,32.152142857142856,89,1723,17,31.879920634920627
12657.0,4,1643.18,34.961276595744685,35,1044,11,34.19886524822695
12658.0,1,686.05,19.056944444444444,36,320,19,18.130833333333335
12659.0,1,91.68,18.336000000000002,5,105,30,17.896
12660.0,1,245.1,18.853846153846153,13,127,11,18.807692307692307
12662.0,11,3849.78,16.73817391304348,129,2058,1,16.732521739130437
12664.0,9,4881.88,131.94270270270272,10,1203,8,133.22234234234233
12665.0,1,63.0,21.0,3,37,325,25.0
12667.0,1,620.13,18.791818181818183,33,395,58,18.49409090909091
12668.0,4,3807.15,23.64689440993789,115,1634,12,23.030496894409936
12669.0,3,2744.0299999999997,27.168613861386135,98,1115,151,26.8270297029703
12670.0,5,2996.05,32.56576086956522,58,1397,10,32.24402173913043
12672.0,1,225.89999999999998,22.589999999999996,10,78,330,22.56
12673.0,2,610.52,14.536190476190475,42,351,5,13.86079365079365
12674.0,4,1970.6,23.742168674698792,52,1133,39,24.49277108433735
12676.0,6,1331.39,29.586444444444446,33,670,25,31.17885185185185
12678.0,12,17628.46,106.83915151515151,105,10923,42,107.00127272727272
12679.0,4,1113.02,23.187916666666666,43,554,59,23.189375
12680.0,4,862.81,16.592499999999998,33,443,1,16.429551282051282
12681.0,22,13787.54,21.610564263322885,267,7536,15,21.470569487983276
12682.0,31,12279.82,23.434770992366413,209,5555,4,23.437442748091595
12683.0,15,8476.57,24.641191860465117,177,4987,4,24.495939922480616
12684.0,7,2283.63,21.748857142857144,61,1985,8,21.720285714285712
12685.0,6,2863.08,18.236178343949042,117,1523,28,18.10329087048832
12686.0,1,89.14,12.734285714285715,7,107,372,12.85142857142857
12688.0,1,4873.8099999999995,28.501812865497072,171,3028,114,28.278421052631575
12689.0,2,1247.61,17.327916666666667,57,628,26,16.730694444444442
12690.0,1,389.01,24.313125,16,106,206,23.50583333333333
12691.0,6,1035.8,32.36875,21,394,28,32.075
12693.0,4,855.91,21.946410256410257,35,255,127,21.615641025641025
12694.0,2,869.67,23.504594594594593,32,509,70,22.663513513513514
12695.0,4,582.1,21.55925925925926,23,220,7,21.512654320987654
12697.0,3,957.59,23.355853658536585,37,508,29,24.230853658536585
12700.0,4,4939.99,18.432798507462685,193,2967,8,18.168619402985072
12701.0,2,797.71,15.051132075471699,50,678,80,14.874528301886793
12702.0,1,219.0,18.25,12,53,20,18.744444444444444
12703.0,1,283.55,13.502380952380953,21,164,71,12.902380952380952
12704.0,8,2340.84,26.600454545454546,64,1006,7,26.40765151515151
12705.0,9,6868.29,20.56374251497006,228,3997,15,20.6289121756487
12707.0,1,603.42,18.285454545454545,33,256,292,18.514545454545456
12708.0,10,2712.91,17.27968152866242,86,1307,30,17.289023354564755
12709.0,15,9706.52,46.891400966183575,93,3912,15,46.889871175523375
12710.0,3,1149.02,14.922337662337663,75,851,97,14.684415584415586
12712.0,13,4396.13,33.053609022556394,58,1062,29,32.92478696741855
12713.0,1,848.55,22.330263157894734,38,508,1,23.137631578947367
12714.0,5,4708.86,18.18092664092664,216,3069,9,17.99868725868726
12715.0,1,343.36,17.168,20,192,106,17.009666666666668
12716.0,2,1053.49,15.267971014492753,60,708,4,15.054927536231883
12717.0,2,1030.98,18.74509090909091,49,506,151,17.8049696969697
12718.0,1,238.25,12.539473684210526,19,203,71,11.648947368421052
12719.0,2,644.95,16.53717948717949,34,374,5,16.126923076923077
12720.0,25,5781.73,16.332570621468925,211,4672,3,16.196977401129942
12721.0,6,2656.13,16.497701863354038,133,1959,32,16.40432712215321
12722.0,4,997.63,18.82320754716981,50,566,85,18.40245283018868
12723.0,5,725.07,10.508260869565218,53,434,4,10.311038647342993
12724.0,4,1031.41,19.460566037735852,47,445,5,19.2637106918239
12725.0,1,427.8,17.825,24,164,371,16.700694444444444
12726.0,7,2609.1,21.041129032258063,57,3143,28,21.018548387096775
12727.0,7,3980.7,28.638129496402875,109,2098,11,28.64604316546763
12728.0,4,836.33,18.18108695652174,38,419,71,18.281630434782606
12729.0,1,453.01,17.423461538461538,26,233,114,17.256794871794874
12731.0,12,18895.91,68.96317518248175,109,8437,24,69.30551094890511
12732.0,1,236.26000000000002,19.688333333333336,12,111,180,20.963333333333335
12733.0,1,383.95,17.452272727272728,22,137,234,17.395075757575757
12734.0,1,110.39999999999999,27.599999999999998,4,88,353,18.0
12735.0,2,779.5699999999999,18.12953488372093,38,368,315,17.565193798449613
12736.0,1,234.0,58.5,4,173,333,66.9
12738.0,1,155.35,14.122727272727273,11,148,372,14.104545454545455
12739.0,2,1013.04,26.658947368421053,38,486,78,25.195789473684208
12740.0,1,427.6,15.837037037037037,27,342,64,15.965432098765431
12743.0,2,540.13,4.123129770992366,114,315,134,4.110407124681934
12744.0,7,21279.29,95.85265765765766,178,5241,52,83.67075075075077
12747.0,11,4196.01,40.737961165048546,42,1275,2,40.58310679611652
12748.0,209,33053.19,7.491656844968269,1768,25287,1,7.491135539437897
12749.0,5,4090.88,20.55718592964824,160,1471,4,20.584907872696817
12750.0,1,275.88,18.392,15,137,129,18.714222222222222
12752.0,1,4366.78,82.3920754716981,53,2262,81,81.31377358490566
12753.0,6,21429.39,108.77862944162436,132,11421,23,108.70685279187815
12754.0,3,3010.74,47.78952380952381,49,6481,236,44.47730158730158
12755.0,2,3811.95,952.9875,4,1491,281,1742.63125
12756.0,1,112.07999999999998,28.019999999999996,4,144,87,36.089999999999996
12757.0,13,7834.650000000001,21.52376373626374,237,2395,16,21.42039835164835
12758.0,2,2791.59,28.779278350515465,84,2135,117,28.914329896907216
12759.0,3,1531.44,16.12042105263158,81,902,52,15.907263157894738
12762.0,2,1898.52,27.51478260869565,62,1227,8,27.552463768115945
12763.0,2,494.08,27.448888888888888,16,316,138,23.370555555555555
12764.0,1,1693.88,37.64177777777778,45,386,317,37.181333333333335
12766.0,7,6989.63,22.547193548387096,205,3646,4,22.360688172043012
12769.0,1,1143.6,35.7375,32,356,239,40.034375
12770.0,1,1351.45,112.62083333333334,12,743,211,111.50583333333333
12772.0,1,892.47,16.226727272727274,55,556,60,14.532787878787877
12775.0,5,1386.04,21.00060606060606,47,877,17,21.074848484848484
12778.0,6,822.23,16.4446,40,825,20,16.074333333333335
12779.0,8,3981.36,26.72053691275168,88,2024,38,27.09968680089485
12781.0,2,826.74,33.0696,25,671,64,32.924933333333335
12782.0,5,2330.92,22.630291262135923,81,1086,5,22.799223300970876
12783.0,6,2225.91,26.49892857142857,76,624,2,26.03392857142857
12784.0,2,532.8199999999999,9.347719298245613,54,280,9,8.999181286549709
12785.0,1,311.95,22.282142857142855,14,131,364,20.390476190476193
12787.0,3,463.66,23.183,17,261,10,23.456333333333333
12789.0,1,91.85,22.9625,4,4,65,28.204166666666666
12790.0,1,324.92,15.472380952380954,21,166,192,14.760000000000002
12791.0,1,192.60000000000002,96.30000000000001,2,97,374,136.95000000000002
12792.0,1,400.53999999999996,16.0216,25,217,257,14.972266666666666
12793.0,2,545.48,22.728333333333335,21,295,335,21.653611111111115
12794.0,2,860.41,19.12022222222222,43,592,53,19.14874074074074
12795.0,1,430.48,30.74857142857143,14,68,19,26.13309523809524
12797.0,1,254.03,19.540769230769232,13,118,366,19.00025641025641
12798.0,3,6977.04,872.13,6,5256,10,558.57
12802.0,1,427.58,17.1032,25,314,187,16.768533333333334
12808.0,3,483.65000000000003,17.273214285714285,27,188,37,17.1875
12809.0,1,489.31,19.572400000000002,25,220,178,17.796400000000002
12811.0,3,514.85,16.608064516129033,27,230,261,16.548924731182794
12812.0,1,229.64000000000001,15.309333333333335,15,164,45,14.929333333333334
12814.0,1,125.92,62.96,2,49,102,74.44
12815.0,2,1063.46,22.6268085106383,38,379,148,21.7654609929078
12816.0,2,572.2,19.731034482758623,27,128,96,19.377298850574714
12817.0,1,166.04,41.51,4,53,281,43.315
12818.0,1,1542.08,110.14857142857143,14,929,262,114.18428571428572
12820.0,4,942.34,15.97186440677966,55,722,3,15.94135593220339
12821.0,1,92.72,15.453333333333333,6,70,214,15.747777777777777
12822.0,2,948.88,20.62782608695652,41,550,71,19.881739130434784
12823.0,5,1759.5,351.9,1,230,75,323.85
12824.0,1,397.12,15.8848,25,232,60,15.687999999999999
12826.0,7,1474.72,16.205714285714286,58,1058,3,16.26798534798535
12827.0,3,430.15000000000003,17.206000000000003,19,197,6,17.111333333333334
12828.0,6,1018.71,18.19125,46,494,3,18.289375000000003
12829.0,2,293.0,26.636363636363637,9,376,337,26.78560606060606
12830.0,6,6814.64,179.33263157894737,13,9848,38,175.72000000000003
12831.0,1,215.05,23.894444444444446,9,135,262,24.849999999999998
12832.0,2,383.03,14.186296296296295,27,195,32,14.159753086419753
12833.0,1,417.38,17.390833333333333,24,156,145,17.474166666666665
12834.0,1,312.38,17.354444444444443,18,110,283,17.284074074074073
12836.0,4,2610.36,15.002068965517243,148,1062,59,14.959061302681997
12837.0,1,134.1,11.174999999999999,12,24,173,11.957638888888889
12838.0,2,671.95,5.599583333333333,115,355,34,5.609930555555556
12839.0,14,5591.42,17.80707006369427,95,3807,3,17.812430997876856
12840.0,4,2726.77,24.13070796460177,67,1511,144,24.217669616519174
12841.0,25,3991.58,9.641497584541062,229,2720,5,9.637443639291462
12842.0,2,1118.99,32.9114705882353,34,547,70,31.40558823529412
12843.0,8,1702.26,16.526796116504855,69,781,66,16.616116504854368
12844.0,2,325.96000000000004,6.268461538461539,47,125,29,6.260032051282052
12845.0,4,354.09,13.114444444444443,26,204,267,11.328024691358022
12847.0,1,843.64,10.043333333333333,72,873,22,9.758988095238097
12849.0,2,1010.29,21.047708333333333,47,597,31,20.283472222222223
12851.0,1,131.81,2.8044680851063832,43,106,97,2.8258510638297873
12852.0,1,311.55,18.326470588235296,17,149,295,18.073529411764707
12853.0,6,1957.1000000000001,25.09102564102564,66,800,135,24.76346153846154
12854.0,3,1316.25,12.075688073394495,95,626,79,11.846177370030581
12855.0,1,38.1,12.700000000000001,3,30,373,14.783333333333337
12856.0,6,2170.78,6.98,155,1076,8,7.0031243301179
12857.0,2,1106.4,24.05217391304348,37,343,211,23.827898550724637
12863.0,1,521.2,104.24000000000001,5,188,52,148.50666666666666
12864.0,1,147.12,49.04,3,216,138,26.746666666666666
12865.0,2,1568.23,16.507684210526318,86,925,26,16.397157894736843
12866.0,1,559.12,21.504615384615384,26,171,283,19.817435897435896
12867.0,7,4009.34,7.50812734082397,240,4284,26,7.492222222222223
12868.0,6,1607.0600000000002,15.0192523364486,72,928,186,15.053769470404987
12871.0,2,380.64,34.60363636363636,8,200,84,35.20727272727272
12872.0,2,599.97,9.090454545454547,58,319,327,9.521616161616162
